# CoCo3 OS-9 PER-FILE INVENTORY -- harness/tools/game_manifest.py --os9
# ★ sha256 is of the FILE CONTENT read out of the image. Content only: no AGI
# resource is decoded, and no game byte is stored here -- only its digest.
#
image	file	kind	size	actual	sha256	short
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	viewDir	agi	756	756	78ae5afded9483b563168ab494853540ad10b12c22080df5bbaf69e21894f9ae	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	vol.0	agi	72932	72932	4a376fb5d052fc7dfb2f49cc9f3db28a0ed3347176b55ca219bc0678374ef820	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	vol.1	agi	23116	23116	4cc95ff61f4bebf3729697ae69327c5801e1989cc87397d4e62345d0f47fb0fb	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	vol.12	agi	15067	15067	53278d0ca0ff2d4a27b0f4016e0fa07d6e7f52187c57d88e4c6ff55d6b6aeb54	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	vol.2	agi	64535	64535	e24807e606dcb66bb372884864e96b25780f3567da362faa6b7528fd3d6538eb	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	vol.3	agi	42626	42626	bf676595dd3c531a2c2ff21ea9f56b532fc6ba4f79c879e82f0dfb3dbcee013c	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-1.dsk	words.tok	agi	4463	4463	fc0771895e250bfd42a90462ab35ce84063c15d2c188a8cfa40e391332976900	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.0	agi	72932	72932	4a376fb5d052fc7dfb2f49cc9f3db28a0ed3347176b55ca219bc0678374ef820	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.12	agi	15067	15067	53278d0ca0ff2d4a27b0f4016e0fa07d6e7f52187c57d88e4c6ff55d6b6aeb54	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.14	agi	5606	5606	39f38a96b219efcb7d2a74803a68757e8852bb5577b90ad2e871398a6ad1fb21	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.4	agi	49376	49376	bbd1c9f4909174d9e0c8b5d66fecccfb374ae27b4436b9405696f60a6a40de1d	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.5	agi	48426	48426	6ba7cb50e47bc9c828440bcd394853befa5bc539ce382298b1a839891de99eb7	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-2.dsk	vol.6	agi	55153	55153	cdb0df2685dd043d459a84c3c02935f719999f867f1c51c9f87222ac574de45f	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	vol.0	agi	72932	72932	4a376fb5d052fc7dfb2f49cc9f3db28a0ed3347176b55ca219bc0678374ef820	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	vol.11	agi	8076	8076	412cb8cc0652026ebe6d2b99be89d476a603d8149397db6a309fd51b55e533d5	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	vol.7	agi	62991	62991	421a831c114e2b2a92231c120d270763f60375f9be41ef9fe34b67f4e73b6368	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	vol.8	agi	51593	51593	14999d189fcbc35a2ada4a9979ec38e0af394510baf3f2aac67c90e4979a48e9	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq3-3.dsk	vol.9	agi	62342	62342	2f2f7b1392d757bb0a76443faf53295bf67906a9b866da4d5b6ab0bb933510ee	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Backup	host	1202	1202	12edb3869014180f201813779589a88cf94881fbd17cb2febfae27e947ffa7eb	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Format	host	3134	3134	b4c638cb2e6de8642cbfe923f7a182092c27a70f7c64d924f0323e64a5d6c139	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/MnLn	interpreter	24622	24622	288d9dc4dda11cddb504463cd57a65517ef40e1ad339a82f91b05e38e2b7dc3a	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Scrn	interpreter	1989	1989	85087db951464e813426bd2dd23fd8f80b625ca47ff07d23ad3c1bd443518c45	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Shdw	interpreter	2646	2646	40eb8ac7990c74ea47c33691ae2ee84e09f6614e43057d5d8bcf3b1c86a80f16	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Shell	host	7741	7741	84dce40d45361c01e25ab61fc774867095d45a30788084d6ad8e8ce8eb460192	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/Sierra	interpreter	1377	1377	5f416abc5003338e8c7788e6d241c80f2232be3a0854f2379e478537a23f51e8	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	logDir	agi	429	429	a408792b572eda18029b362a66c2cb0b80dde9e1c583e0a2266ff7493e4543bd	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	MODULES/AGIVIRQDr	host	222	222	dabefca6e6511aa8c7bae8a73158eccdd368e5849f2da079464e039de4017645	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	MODULES/Clock.50Hz	host	503	503	861de79a64db1a34d1a466cd198d0aede17f1b6fab3d7ea6a5ecdb2fa854d376	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	MODULES/Clock.60Hz	host	494	494	41d82b604dcee9409e4183a91ba1529238b4b3f7036c37cd7d34b2c3c34a1474	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	MODULES/VI	host	58	58	a647fd647d68c475e46e66a17b4e89a0ab19e21bb5555258ddc6ab8f67c39349	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	OS9Boot	host	20955	20955	8bde4ca790d580ecef24eff94194289c2a2489c08b4b1cd5db723915c32dc1a5	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	picDir	agi	531	531	24f648a5365f23ff50c8c3996f000674e95ba8b5c46d00a5e485ec5324f65f5a	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	sndDir	agi	120	120	10cad37e7665555c6ae2726a5e11ba3160a69d3bc0e487616304502641842fd8	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	Startup	host	197	197	31162272c45e512f8b1435c837f2b0a8bb13b7e55dcb7274434c47f08dc69224	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	tOC	host	65	65	83cac56e6b5651e963218cbc638963f1168fdb4d057792caf397c5cd52d8fabf	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	tOC.txt	host	156	156	0adb8fa8e809c2ba019e70450c8428ea99fb9f6f11d27933e6433838efa5456b	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	viewDir	agi	756	756	252f089382954005ffb12e0f50a91316ef998a6916cf14480860cfe4a99e0e37	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-1.DSK	words.tok	agi	4463	4463	fc0771895e250bfd42a90462ab35ce84063c15d2c188a8cfa40e391332976900	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-2.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-2.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-1-2.DSK	vol.1	agi	23067	23067	05012597c963457e2ff4ab0e5d20964e56aeb5764484294848b451a915078dce	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-1.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-1.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-1.DSK	vol.12	agi	15037	15037	ff0dc9dc5e58e6dd115be476425a794391b43e003255f6207add32b6d00f6200	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-1.DSK	vol.2	agi	64446	64446	196762cb1cc5892af19a4b0931fcda708a1d089414896f9cb7f728b24d25621d	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-2.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-2.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-2.DSK	vol.12	agi	15037	15037	ff0dc9dc5e58e6dd115be476425a794391b43e003255f6207add32b6d00f6200	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-2-2.DSK	vol.3	agi	42584	42584	34331612f083a26c5a8004717f6a2be51a01cd3720e8f5dacdce48f11a91ea66	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-1.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-1.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-1.DSK	vol.12	agi	15037	15037	ff0dc9dc5e58e6dd115be476425a794391b43e003255f6207add32b6d00f6200	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-1.DSK	vol.14	agi	5596	5596	3c353158596678e2a4e8c39b98cdb8ca4ffef28a4c829f203b93fa00cbe9558f	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-1.DSK	vol.4	agi	49304	49304	008a4bc1c1f74881f15826b9e48a721586c55c424591a2250aec49dea3096928	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-2.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-2.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-2.DSK	vol.12	agi	15037	15037	ff0dc9dc5e58e6dd115be476425a794391b43e003255f6207add32b6d00f6200	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-2.DSK	vol.14	agi	5596	5596	3c353158596678e2a4e8c39b98cdb8ca4ffef28a4c829f203b93fa00cbe9558f	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-3-2.DSK	vol.5	agi	48366	48366	acb7743656a701ee3380eebdc2d9135569902a81069c89645d48735ab5cbd46e	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-1.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-1.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-1.DSK	vol.12	agi	15037	15037	ff0dc9dc5e58e6dd115be476425a794391b43e003255f6207add32b6d00f6200	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-1.DSK	vol.6	agi	55088	55088	d912b72fb7c42e364baffeaa176dcfb06d0139c740e047044facec6e33a7b6b0	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-2.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-2.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-2.DSK	vol.11	agi	8062	8062	370fcf422a8a2222cda12d9b00edfdee8ec798f8c692d7a54408e5288bea0190	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-4-2.DSK	vol.7	agi	62898	62898	c54af7828db9955cc542ef25aefa9e5bedc4124bbeaa059c8ef6fdebb29e240b	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-1.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-1.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-1.DSK	vol.11	agi	8062	8062	370fcf422a8a2222cda12d9b00edfdee8ec798f8c692d7a54408e5288bea0190	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-1.DSK	vol.8	agi	51532	51532	4fba9db3df60b54761fd71746fa1580738ca149b48db5d44b2ba420d86995703	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-2.DSK	object	agi	793	793	6785f2d97984f7465734344d36be21ae6fbdae5051fa367481a296460031a7a1	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-2.DSK	vol.0	agi	73493	73493	f67dd150370a040d2a6e1f1ccbe9e5f8bb6844b9f7e2b06ca987e287c4c40654	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-2.DSK	vol.11	agi	8062	8062	370fcf422a8a2222cda12d9b00edfdee8ec798f8c692d7a54408e5288bea0190	0
King's Quest III (Sierra On-Line) (OS-9) (Coco 3)/Original/KQ3-5-2.DSK	vol.9	agi	62262	62262	7143a7c56eed3aa06a303817792fdff516940d48431c09049f42dc6be8461892	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/sdir	host	1393	1393	dca3c7ad5ab79597c48174bd5946a8cf4736c77ce623e18b2ef9a840d15c544d	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/sdrive	host	814	814	f564db69926216432b0f71fbd3ae5904fe0610a2e92d6838d318301c96eb3f2a	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	logDir	agi	741	741	13b2fc110097171d3d6625e5816f064e8c8ffcba17275dae607c16ac00f89462	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	object	agi	713	713	d1abca8f74c371555038ea7d5808507b76a4f7d0978eba250a1766c2737660bf	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	OS9Boot	host	22834	22834	c65d31382d58fdf32113684126cddf4c5fdb4fe3d92fb07573812ac7eb1cbc4f	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	picDir	agi	630	630	93cfebb7a8abc213cc171c50baa991be9ba4764e625ed963304cb441c7168cee	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	sndDir	agi	639	639	ddd816bcb1bcae77698274410a9ad7069f89944aa792ac86641aa88853e9da7c	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	toc	host	45	45	e2678d87db5522a9581987330a6fd60072f44312536b827ebc2a293123f64698	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	toc.txt	host	102	102	fe0c08823ccbbb95461186d1e0eea5b3c0abefda7743a88714c8c999a9732091	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	viewDir	agi	768	768	9ad318c048adc218a7f7c89f0a3a2b96784d170fdde31af75adf41e6f6ae0545	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.0	agi	51005	51005	bb079d8024e14abbffbe156089f5e2cf686c8e45decf149f0b816279299c4caa	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.1	agi	100323	100323	7f3e0f4f611253c09c7da92cdf4d0eff5d5a06d4ba695bc176b47aa1db98c4a8	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.10	agi	15247	15247	bc8541084a4ee4f829c17c04b9e7b3258b50672b5cdb687df029110cf234e2c0	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.11	agi	14686	14686	df151c21fa9ecdcb0d11b68e03dc6282d936c5eaaec6a32351bf82e2befff0d0	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.2	agi	281755	281755	960d4774e6393dc123a269b0feb9334c40ff2f01cf92fa96ba9cfe99a2b52a3a	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.3	agi	276925	276925	b2ea7f2790f6952b060f4a5fff086d83f21c704869dd1747fbf3e9fe67e2f4c0	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.4	agi	287189	287189	4d7468ad11339bbcc93c2b82b5212a08a62d40775e79f5e0d3acd80f351e6c4b	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.5	agi	162883	162883	b8d6414247ce732f5e0158da60eb08aba53195ee522c871c29688344577fb462	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.6	agi	174519	174519	04a107b28d907b790dd488ec7eb39e6337783f0030ce4612c39de5757b42d529	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	vol.9	agi	25729	25729	fb30abd8988a79fd9de922df3716ede992445a99ba6f7aea54af3c0575296461	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq4.dsk	words.tok	agi	6107	6107	00915168c7fe19d82b452e8f862dfb7aadd53e08d3435f1819735447690b0a01	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	logDir	agi	741	741	13b2fc110097171d3d6625e5816f064e8c8ffcba17275dae607c16ac00f89462	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	object	agi	713	713	d1abca8f74c371555038ea7d5808507b76a4f7d0978eba250a1766c2737660bf	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	OS9Boot	host	21958	21958	0418ed8d0c3b881ca7126a68624029e42c5df0bfa2538354bbac37d9d1c67a29	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	picDir	agi	630	630	93cfebb7a8abc213cc171c50baa991be9ba4764e625ed963304cb441c7168cee	0
King's Quest IV (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq4-drivepak.par	sndDir	agi	639	639	ddd816bcb1bcae77698274410a9ad7069f89944aa792ac86641aa88853e9da7c	0
